1 0.0052 0.6
2 0.0048 0.666666666667
3 0.005 0.702702702703
4 0.002 0.666666666667
5 0.0048 0.594594594595
6 0.012 0.823529411765
7 163.4742 1.99772081723
8 0.0176 0.75
9 1.6316 1.96838136933
10 0.6274 1.96837444655
11 1.6792 1.96224634261
12 0.591 1.09667277967
13 0.0234 1.83606557377
14 0.004 1.2
15 0.106 1.88990825688
16 0.022 1.82608695652
17 0.0944 1.58935361217
18 0.9 1.93356643357
19 5.807 1.99518403853
20 0.0314 0.742358078603
21 0.0158 0.655462184874
22 0.02 0.985074626866
23 0.0052 0.0392156862745
24 0.078 1.82352941176
25 0.008 -0.16091954023
26 27.107 1.97664507706
27 0.0208 1.81651376147
28 0.006 0.727272727273
29 1.2964 1.58815388874
30 0.0216 1.82300884956
31 0.0222 1.8275862069
32 0.0158 -0.0493827160494
33 0.0016 0.461538461538
34 0.0038 0.30303030303
35 9.8018 1.8120017112
36 0.0392 0.613333333333
37 0.0414 1.11278195489
38 0.035 1.0303030303
39 0.0396 0.69387755102
40 0.0362 0.721804511278
41 4.4172 1.19797285068
