# Generated by LambdaTermsCounts.hs
1.0 2.0 2.0 0.000001 0.000001
2.0 2.0 2.0 0.000001 0.000001
3.0 9.0 5.0 3.0 3.0
4.0 12.0 8.0 3.0 3.0
5.0 59.0 24.0 3.0 3.0
6.0 103.0 49.0 3.0 3.0
7.0 519.0 138.0 23.0 3.0
8.0 1113.0 372.0 26.0 3.0
9.0 5449.0 1153.0 26.0 3.0
10.0 13528.0 3444.0 47.0 3.0
11.0 64074.0 11076.0 314.0 68.0
12.0 176698.0 36104.0 408.0 92.0
13.0 816822.0 121729.0 466.0 100.0
14.0 2433047.0 414320.0 1159.0 244.0
15.0 11084176.0 1439481.0 6205.0 1489.0
